category,year,month,mean_value,mean_cpi_yoy,series_count,year_month,mean_value_lag1,mean_value_lag12,mean_cpi_yoy_lag1,mean_cpi_yoy_roll3,mean_cpi_yoy_roll6,avg_mfn_rate,median_mfn_rate,codes_with_tariffs,avg_mfn_rate_missing,avg_mfn_rate_lag1,mean_value_missing,mean_cpi_yoy_missing,mean_value_is_missing,series_count_is_missing,mean_value_lag1_is_missing,mean_cpi_yoy_lag1_is_missing,mean_cpi_yoy_roll3_is_missing,mean_cpi_yoy_roll6_is_missing,avg_mfn_rate_is_missing,median_mfn_rate_is_missing,codes_with_tariffs_is_missing,avg_mfn_rate_lag1_is_missing
All Items,2024,12,433.0293064516129,4.070967741935484,62,2024-12-01,430.9908947368421,420.6759516129033,3.7194736842105263,4.2505564987738165,4.048559705715903,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,1,460.7661268656717,3.3485964912280703,134,2025-01-01,433.0293064516129,447.8865671641791,4.070967741935484,4.197136389360498,4.068828522920204,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,2,463.9711870503597,2.9943548387096777,139,2025-02-01,460.7661268656717,451.704309352518,3.3485964912280703,3.7130126391246936,4.01423787964535,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,3,462.99412686567166,2.9933333333333336,134,2025-03-01,463.9711870503597,451.3117985074627,2.9943548387096777,3.4713063572910774,3.860931428032447,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,4,440.4847419354839,2.865,62,2025-04-01,462.99412686567166,430.5574677419355,2.9933333333333336,3.112094887757028,3.654615638558763,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,5,439.590350877193,3.012280701754386,57,2025-05-01,440.4847419354839,428.761701754386,2.865,2.9508960573476704,3.331954348236182,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,6,443.0490161290323,3.305,62,2025-06-01,439.590350877193,431.930935483871,3.012280701754386,2.95687134502924,3.214088851160158,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,7,441.2456140350877,3.2149122807017543,57,2025-07-01,443.0490161290323,429.9138421052632,3.305,3.060760233918129,3.0864275608375777,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,8,444.5165,3.5870967741935487,62,2025-08-01,441.2456140350877,433.1405322580645,3.2149122807017543,3.177397660818713,3.064146859083192,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,9,443.86229824561406,3.981578947368421,57,2025-09-01,444.5165,431.1298596491228,3.5870967741935487,3.3690030182984345,3.162937181663837,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Items,2025,11,442.751701754386,3.268771929824561,57,2025-11-01,270.43318417510574,430.9908947368421,2.2528612490201203,3.784337860780985,3.4201737408036217,0.0,0.0,1417.5,1,0.0,0,0,0,0,1,1,0,0,1,1,1,1
All Items,2025,12,444.3669193548387,3.558225806451613,62,2025-12-01,442.751701754386,433.0293064516129,3.268771929824561,3.625175438596491,3.471471986417657,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,1
All Other Services Goods,2023,1,282.8653578947368,6.009272727272728,95,2023-01-01,285.87658620689655,265.4361789473684,2.2528612490201203,2.3010632183908046,2.444925650557621,0.0,0.0,183.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1
All Other Services Goods,2023,2,285.9142021276596,6.174821428571429,94,2023-02-01,282.8653578947368,270.11405263157894,6.009272727272728,6.009272727272728,6.009272727272728,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,3,285.6734361702128,6.282105263157894,94,2023-03-01,285.9142021276596,269.2942150537634,6.174821428571429,6.092047077922079,6.092047077922079,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,4,291.3341785714286,6.949107142857144,56,2023-04-01,285.6734361702128,275.4874107142857,6.282105263157894,6.155399806334017,6.155399806334017,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,5,297.2063103448276,6.8884482758620695,58,2023-05-01,291.3341785714286,276.466125,6.949107142857144,6.468677944862155,6.353826640464798,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,6,293.7707142857143,6.663392857142857,56,2023-06-01,297.2063103448276,273.657125,6.8884482758620695,6.706553560625703,6.460750967544253,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,7,298.08027586206896,5.747241379310345,58,2023-07-01,293.7707142857143,279.6755344827586,6.663392857142857,6.833649425287358,6.494524615810687,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,8,293.48357142857145,4.887857142857143,56,2023-08-01,298.08027586206896,281.2569482758621,5.747241379310345,6.43302750410509,6.450852724483622,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,9,300.0815892857143,5.445535714285714,56,2023-09-01,293.48357142857145,282.3407413793104,4.887857142857143,5.766163793103448,6.236358676864575,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,10,298.0061785714286,5.451964285714285,56,2023-10-01,300.0815892857143,283.6116896551724,5.445535714285714,5.360211412151067,6.096930418719212,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,11,299.2443214285714,5.101607142857143,56,2023-11-01,298.0061785714286,285.9834482758621,5.451964285714285,5.261785714285714,5.847406609195403,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2023,12,298.8801666666667,6.8190740740740745,54,2023-12-01,299.2443214285714,285.87658620689655,5.101607142857143,5.333035714285714,5.54959975369458,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
All Other Services Goods,2024,1,295.26476086956524,4.715714285714285,92,2024-01-01,298.8801666666667,282.8653578947368,6.8190740740740745,5.790881834215167,5.575546623183118,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,2,298.18375,4.618214285714286,92,2024-02-01,295.26476086956524,285.9142021276596,4.715714285714285,5.5454651675485005,5.403625440917107,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,3,300.78762765957447,4.207931034482758,94,2024-03-01,298.18375,285.6734361702128,4.618214285714286,5.384334215167549,5.358684964726631,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,4,305.9598035714285,4.088928571428571,56,2024-04-01,300.78762765957447,291.3341785714286,4.207931034482758,4.513953201970444,5.152417518092805,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,5,307.3076607142857,3.8042857142857134,56,2024-05-01,305.9598035714285,297.2063103448276,4.088928571428571,4.305024630541872,4.925244899045186,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,6,307.9913571428571,3.783035714285714,56,2024-06-01,307.3076607142857,293.7707142857143,3.8042857142857134,4.033715106732348,4.709024660949948,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,7,308.59673214285715,4.080535714285714,56,2024-07-01,307.9913571428571,298.08027586206896,3.783035714285714,3.892083333333333,4.203018267651888,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,8,309.4275357142857,3.810357142857143,56,2024-08-01,308.59673214285715,293.48357142857145,4.080535714285714,3.889285714285714,4.097155172413793,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,9,315.70993103448274,3.780344827586207,58,2024-09-01,309.4275357142857,300.0815892857143,3.810357142857143,3.891309523809524,3.962512315270936,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,10,310.9609074074074,3.2988888888888885,54,2024-10-01,315.70993103448274,298.0061785714286,3.780344827586207,3.8904125615763543,3.8912479474548434,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,11,313.39289285714284,3.5085714285714285,56,2024-11-01,310.9609074074074,299.2443214285714,3.2988888888888885,3.629863619777412,3.759574667031564,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2024,12,311.56746296296296,4.156111111111112,54,2024-12-01,313.39289285714284,298.8801666666667,3.5085714285714285,3.5292683816821744,3.710288952745849,0.0,0.0,183.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
All Other Services Goods,2025,1,305.65653260869567,2.121785714285714,92,2025-01-01,311.56746296296296,295.26476086956524,4.156111111111112,3.654523809523809,3.7724681855500815,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,2,310.2519891304348,3.0303571428571425,92,2025-02-01,305.65653260869567,298.18375,2.121785714285714,3.2621560846560853,3.446009852216749,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,3,311.53623913043475,3.810535714285714,92,2025-03-01,310.2519891304348,300.78762765957447,3.0303571428571425,3.1027513227513226,3.3160098522167485,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,4,319.38475,3.429464285714286,56,2025-04-01,311.53623913043475,305.9598035714285,3.810535714285714,2.9875595238095234,3.3210416666666664,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,5,319.38939285714287,3.009642857142857,56,2025-05-01,319.38475,307.3076607142857,3.429464285714286,3.4234523809523805,3.3428042328042324,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,6,320.4682321428572,2.972857142857143,56,2025-06-01,319.38939285714287,307.9913571428571,3.009642857142857,3.4165476190476185,3.2596494708994705,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,7,322.4955892857143,3.4644642857142856,56,2025-07-01,320.4682321428572,308.59673214285715,2.972857142857143,3.1373214285714286,3.062440476190476,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,8,322.9430535714286,3.142857142857143,56,2025-08-01,322.4955892857143,309.4275357142857,3.4644642857142856,3.1489880952380958,3.286220238095238,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,9,324.1793571428572,3.216964285714286,56,2025-09-01,322.9430535714286,315.70993103448274,3.142857142857143,3.1933928571428574,3.304970238095238,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
All Other Services Goods,2025,11,333.5212264150944,4.106981132075472,53,2025-11-01,270.43318417510574,313.39289285714284,2.2528612490201203,3.1799107142857146,3.1613571428571428,0.0,0.0,1417.5,1,0.0,0,0,0,0,1,1,0,0,1,1,1,0
All Other Services Goods,2025,12,327.596875,4.65125,56,2025-12-01,333.5212264150944,311.56746296296296,4.106981132075472,3.661972708894879,3.3808247978436663,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2023,1,127.53768421052632,1.3969999999999998,76,2023-01-01,124.66708,123.79090789473685,2.2528612490201203,2.3010632183908046,2.444925650557621,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1
Apparel,2023,2,128.5580657894737,2.82,76,2023-02-01,127.53768421052632,124.87705263157892,1.3969999999999998,1.3969999999999998,1.3969999999999998,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,3,129.15413157894736,3.9396,76,2023-03-01,128.5580657894737,125.25111842105262,2.82,2.1085,2.1085,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,4,129.27606,3.6296,50,2023-04-01,129.15413157894736,124.5883,3.9396,2.7188666666666665,2.7188666666666665,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,5,129.4501,3.6756,50,2023-05-01,129.27606,124.96638000000002,3.6296,3.4630666666666663,2.94655,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,6,129.13495999999998,3.6562,50,2023-06-01,129.4501,125.2967,3.6756,3.7482666666666673,3.09236,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,7,128.6887,2.4046000000000003,50,2023-07-01,129.13495999999998,124.5904,3.6562,3.6538,3.1863333333333337,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,8,129.635,2.1098,50,2023-08-01,128.6887,125.61034,2.4046000000000003,3.2454666666666667,3.354266666666667,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,9,129.65248,2.7398,50,2023-09-01,129.635,126.90456,2.1098,2.7235333333333336,3.2359000000000004,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,10,129.6497,3.8562,50,2023-10-01,129.65248,126.18486,2.7398,2.418066666666667,3.035933333333334,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,11,126.90738,2.1216,50,2023-11-01,129.6497,125.19912,3.8562,2.901933333333333,3.0737,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2023,12,125.93888,-0.105,50,2023-12-01,126.90738,124.66708,2.1216,2.905866666666667,2.8147,0.0,0.0,1586.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Apparel,2024,1,127.79365789473684,-1.5188,76,2024-01-01,125.93888,127.53768421052632,-0.105,1.9576,2.1878333333333333,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,2,128.84781578947369,-0.3571999999999999,76,2024-02-01,127.79365789473684,128.5580657894737,-1.5188,0.1659333333333333,1.5339333333333334,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,3,129.69356578947367,0.8508,76,2024-03-01,128.84781578947369,129.15413157894736,-0.3571999999999999,-0.6603333333333333,1.1227666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,4,130.45690000000002,1.0382,50,2024-04-01,129.69356578947367,129.27606,0.8508,-0.3417333333333333,0.8079333333333333,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,5,129.82872,0.708,50,2024-05-01,130.45690000000002,129.4501,1.0382,0.5106,0.3382666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,6,129.83808,1.0144,50,2024-06-01,129.82872,129.13495999999998,0.708,0.8656666666666667,0.1026666666666666,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,7,128.5654,-0.9618,50,2024-07-01,129.83808,128.6887,1.0144,0.9202,0.2892333333333333,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,8,129.12538,-1.0112,50,2024-08-01,128.5654,129.635,-0.9618,0.2535333333333333,0.3820666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,9,131.70376,1.6674,50,2024-09-01,129.12538,129.65248,-1.0112,-0.3195333333333333,0.2730666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,10,130.39594,2.156,50,2024-10-01,131.70376,129.6497,1.6674,-0.1018666666666666,0.4091666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,11,128.86804,2.2194,50,2024-11-01,130.39594,126.90738,2.156,0.9374,0.5954666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2024,12,128.01986,-0.483,50,2024-12-01,128.86804,125.93888,2.2194,2.0142666666666664,0.8473666666666667,0.0,0.0,1580.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0
Apparel,2025,1,128.3561052631579,-0.935,76,2025-01-01,128.01986,127.79365789473684,-0.483,1.2974666666666663,0.5978000000000001,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,2,129.95276315789474,0.2482,76,2025-02-01,128.3561052631579,128.84781578947369,-0.935,0.2671333333333331,0.6022666666666667,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,3,130.6729342105263,0.858,76,2025-03-01,129.95276315789474,129.69356578947367,0.2482,-0.3899333333333335,0.8121666666666667,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,4,130.248,0.1128,50,2025-04-01,130.6729342105263,130.45690000000002,0.858,0.0570666666666664,0.6772666666666667,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,5,129.20141999999998,-0.2634,50,2025-05-01,130.248,129.82872,0.1128,0.4063333333333331,0.3367333333333334,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,6,129.33824,0.5808,50,2025-06-01,129.20141999999998,129.83808,-0.2634,0.2357999999999998,-0.0770666666666666,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,7,128.7815,-0.551,50,2025-07-01,129.33824,128.5654,0.5808,0.1433999999999998,0.1002333333333334,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,8,131.03396,-0.313,50,2025-08-01,128.7815,129.12538,-0.551,-0.0778666666666668,0.1642333333333334,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,9,133.0208,1.6962000000000002,50,2025-09-01,131.03396,131.70376,-0.313,-0.0944000000000001,0.0707,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Apparel,2025,11,130.2063,1.594,50,2025-11-01,270.43318417510574,128.86804,2.2528612490201203,0.6915999999999998,0.2299200000000001,0.0,0.0,1417.5,1,0.0,0,0,0,0,1,1,0,0,1,1,1,0
Apparel,2025,12,129.55466,-0.6043999999999999,50,2025-12-01,130.2063,128.01986,1.594,1.6450999999999998,0.6014000000000002,0.0,0.0,1417.5,1,0.0,0,0,0,0,0,0,0,0,1,1,1,0
Commodities Services Special,2023,1,259.9282010050252,4.435431034482758,199,2023-01-01,257.38092241379314,248.91602512562807,2.2528612490201203,2.3010632183908046,2.444925650557621,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,1,1,1,0,0,0,1
Commodities Services Special,2023,2,262.355959798995,2.5191379310344826,199,2023-02-01,259.9282010050252,252.7774522613065,4.435431034482758,4.435431034482758,4.435431034482758,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,3,261.76524120603017,1.7952586206896552,199,2023-03-01,262.355959798995,256.35162311557787,2.5191379310344826,3.4772844827586207,3.4772844827586207,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,4,263.71915517241376,1.2274137931034483,116,2023-04-01,261.76524120603017,257.1559827586207,1.7952586206896552,2.9166091954022986,2.9166091954022986,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,5,263.5942068965517,-0.6157758620689656,116,2023-05-01,263.71915517241376,261.9887586206897,1.2274137931034483,1.8472701149425288,2.494310344827586,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,6,264.38943103448275,-0.2736206896551724,116,2023-06-01,263.5942068965517,268.43577586206897,-0.6157758620689656,0.8022988505747127,1.872293103448276,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,7,264.75302586206897,0.9532758620689656,116,2023-07-01,264.38943103448275,265.14791379310344,-0.2736206896551724,0.1126724137931034,1.5146408045977011,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,8,267.64116379310343,2.487931034482759,116,2023-08-01,264.75302586206897,261.1199224137931,0.9532758620689656,0.0212931034482758,0.9342816091954024,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
Commodities Services Special,2023,9,268.84236206896554,2.3438793103448274,116,2023-09-01,267.64116379310343,260.33289655172416,2.487931034482759,1.0558620689655174,0.9290804597701148,0.0,0.0,1074.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1
